Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
19,457,12.00,470.00,256.00,130.00,314.00,6-6-0,0,12,Dallas Regional,2014
20,5242,12.00,450.00,410.00,110.00,343.00,6-6-0,0,12,Dallas Regional,2014
21,1477,12.00,330.00,475.00,100.00,329.00,6-6-0,0,12,Dallas Regional,2014
22,3481,12.00,300.00,362.00,120.00,224.00,6-6-0,0,12,Dallas Regional,2014
23,4206,12.00,270.00,265.00,190.00,357.00,6-5-0,0,11,Dallas Regional,2014
24,1296,12.00,250.00,352.00,160.00,360.00,6-6-0,0,12,Dallas Regional,2014
25,3005,12.00,230.00,451.00,120.00,385.00,6-6-0,0,12,Dallas Regional,2014
26,3310,12.00,210.00,330.00,210.00,348.00,6-6-0,0,12,Dallas Regional,2014
27,3676,10.00,240.00,300.00,130.00,375.00,5-6-0,0,11,Dallas Regional,2014
28,3043,10.00,150.00,220.00,90.00,369.00,5-6-0,0,11,Dallas Regional,2014
29,647,10.00,110.00,271.00,90.00,523.00,5-7-0,0,12,Dallas Regional,2014
30,4589,10.00,100.00,210.00,110.00,204.00,5-7-0,0,12,Dallas Regional,2014
31,4364,8.00,330.00,391.00,130.00,377.00,4-8-0,0,12,Dallas Regional,2014
32,4641,8.00,230.00,372.00,80.00,295.00,4-8-0,0,12,Dallas Regional,2014
33,3413,8.00,200.00,265.00,110.00,339.00,4-8-0,0,12,Dallas Regional,2014
34,2587,8.00,190.00,277.00,140.00,249.00,4-8-0,0,12,Dallas Regional,2014
35,5272,8.00,170.00,311.00,100.00,368.00,4-8-0,0,12,Dallas Regional,2014
36,4335,8.00,170.00,270.00,130.00,287.00,4-8-0,0,12,Dallas Regional,2014
37,1642,8.00,170.00,242.00,80.00,182.00,4-6-0,1,11,Dallas Regional,2014
38,4354,6.00,190.00,212.00,90.00,263.00,3-8-0,0,11,Dallas Regional,2014
39,3616,6.00,180.00,261.00,50.00,190.00,3-9-0,0,12,Dallas Regional,2014
40,3370,6.00,180.00,221.00,90.00,271.00,3-9-0,0,12,Dallas Regional,2014
41,2747,6.00,70.00,231.00,110.00,199.00,3-9-0,0,12,Dallas Regional,2014
42,3355,6.00,60.00,190.00,30.00,284.00,3-9-0,0,12,Dallas Regional,2014
43,3997,4.00,120.00,205.00,50.00,129.00,2-10-0,0,12,Dallas Regional,2014
44,4192,4.00,100.00,280.00,160.00,255.00,2-10-0,0,12,Dallas Regional,2014
45,2805,2.00,160.00,256.00,70.00,151.00,1-11-0,0,12,Dallas Regional,2014
1,1619,24.00,370.00,565.00,240.00,397.00,12-0-0,0,12,Utah Regional,2014
2,399,20.00,310.00,294.00,230.00,299.00,10-2-0,0,12,Utah Regional,2014
3,2122,20.00,260.00,496.00,260.00,497.00,10-2-0,0,12,Utah Regional,2014
4,662,20.00,200.00,342.00,130.00,469.00,10-2-0,0,12,Utah Regional,2014
5,3334,18.00,240.00,271.00,90.00,332.00,9-3-0,0,12,Utah Regional,2014
6,3230,18.00,230.00,375.00,130.00,342.00,9-3-0,0,12,Utah Regional,2014
7,1569,16.00,350.00,381.00,130.00,325.00,8-4-0,0,12,Utah Regional,2014
8,3288,16.00,260.00,420.00,160.00,265.00,8-4-0,0,12,Utah Regional,2014
9,2993,16.00,240.00,307.00,180.00,344.00,8-4-0,0,12,Utah Regional,2014
10,1410,16.00,190.00,252.00,160.00,251.00,8-4-0,0,12,Utah Regional,2014
11,3245,16.00,170.00,358.00,120.00,290.00,8-4-0,0,12,Utah Regional,2014
12,3243,16.00,60.00,262.00,60.00,187.00,8-4-0,0,12,Utah Regional,2014
13,4944,15.00,260.00,280.00,150.00,166.00,7-4-1,0,12,Utah Regional,2014
14,4334,14.00,180.00,326.00,180.00,403.00,7-5-0,0,12,Utah Regional,2014
15,3374,14.00,150.00,290.00,70.00,191.00,7-5-0,0,12,Utah Regional,2014
16,3241,13.00,200.00,270.00,110.00,259.00,6-5-1,0,12,Utah Regional,2014
17,2484,13.00,130.00,255.00,90.00,229.00,6-5-1,0,12,Utah Regional,2014
18,1700,12.00,170.00,335.00,100.00,514.00,6-6-0,0,12,Utah Regional,2014
19,3289,12.00,160.00,395.00,100.00,236.00,6-6-0,0,12,Utah Regional,2014
20,1566,12.00,150.00,220.00,110.00,493.00,6-6-0,0,12,Utah Regional,2014
21,2437,12.00,130.00,333.00,130.00,224.00,6-6-0,0,12,Utah Regional,2014
22,4310,12.00,100.00,235.00,110.00,348.00,6-6-0,0,12,Utah Regional,2014
23,2996,12.00,90.00,295.00,120.00,408.00,6-6-0,0,12,Utah Regional,2014
24,4598,12.00,70.00,280.00,30.00,402.00,6-6-0,0,12,Utah Regional,2014
25,1891,12.00,70.00,278.00,100.00,301.00,6-6-0,0,12,Utah Regional,2014
26,4175,12.00,60.00,397.00,100.00,230.00,6-6-0,0,12,Utah Regional,2014
27,159,11.00,100.00,276.00,90.00,172.00,5-6-1,0,12,Utah Regional,2014
28,3405,11.00,90.00,245.00,140.00,282.00,5-6-1,0,12,Utah Regional,2014
29,2594,10.00,160.00,266.00,130.00,247.00,5-7-0,0,12,Utah Regional,2014
30,3239,10.00,110.00,385.00,100.00,102.00,5-7-0,0,12,Utah Regional,2014
31,5071,10.00,110.00,282.00,40.00,182.00,5-7-0,0,12,Utah Regional,2014
32,3006,10.00,80.00,310.00,90.00,260.00,5-7-0,0,12,Utah Regional,2014
33,1339,10.00,80.00,271.00,140.00,281.00,5-7-0,0,12,Utah Regional,2014
34,2643,10.00,60.00,321.00,110.00,334.00,5-7-0,0,12,Utah Regional,2014
35,3669,9.00,110.00,421.00,80.00,433.00,4-7-1,0,12,Utah Regional,2014
36,5159,9.00,90.00,370.00,100.00,271.00,4-7-1,0,12,Utah Regional,2014
37,5346,9.00,90.00,269.00,140.00,244.00,4-7-1,0,12,Utah Regional,2014
38,3191,8.00,130.00,257.00,80.00,226.00,4-8-0,0,12,Utah Regional,2014
39,3251,8.00,90.00,257.00,70.00,248.00,4-8-0,0,12,Utah Regional,2014
40,5345,8.00,90.00,185.00,60.00,155.00,4-8-0,0,12,Utah Regional,2014
41,4268,8.00,60.00,206.00,60.00,155.00,4-8-0,0,12,Utah Regional,2014
42,4585,8.00,60.00,195.00,60.00,166.00,4-8-0,0,12,Utah Regional,2014
43,698,7.00,100.00,160.00,60.00,147.00,3-8-1,0,12,Utah Regional,2014
44,4178,7.00,90.00,337.00,90.00,138.00,3-8-1,0,12,Utah Regional,2014
45,4348,7.00,80.00,249.00,80.00,107.00,3-8-1,0,12,Utah Regional,2014
46,4251,6.00,120.00,170.00,80.00,219.00,3-9-0,0,12,Utah Regional,2014
47,3225,4.00,50.00,196.00,120.00,221.00,2-10-0,0,12,Utah Regional,2014
48,4106,3.00,90.00,227.00,60.00,190.00,1-10-1,0,12,Utah Regional,2014
1,4039,24.00,750.00,583.00,320.00,720.00,12-1-0,0,13,Waterloo Regional ,2014
2,254,22.00,860.00,766.00,320.00,761.00,11-2-0,0,13,Waterloo Regional ,2014
3,1114,22.00,640.00,622.00,470.00,867.00,11-2-0,0,13,Waterloo Regional ,2014
4,2056,20.00,710.00,648.00,370.00,485.00,10-3-0,0,13,Waterloo Regional ,2014
5,4917,20.00,370.00,596.00,380.00,616.00,10-3-0,0,13,Waterloo Regional ,2014
6,3683,18.00,610.00,520.00,460.00,663.00,9-4-0,0,13,Waterloo Regional ,2014
7,781,16.00,590.00,530.00,330.00,779.00,8-5-0,0,13,Waterloo Regional ,2014
8,1285,16.00,530.00,548.00,290.00,593.00,8-5-0,0,13,Waterloo Regional ,2014
9,2609,16.00,490.00,399.00,330.00,435.00,8-5-0,0,13,Waterloo Regional ,2014
10,3161,14.00,650.00,468.00,250.00,519.00,7-6-0,0,13,Waterloo Regional ,2014
11,1241,14.00,550.00,447.00,310.00,656.00,7-6-0,0,13,Waterloo Regional ,2014
12,4678,14.00,350.00,547.00,350.00,588.00,7-6-0,0,13,Waterloo Regional ,2014
13,5039,14.00,310.00,382.00,310.00,736.00,7-6-0,0,13,Waterloo Regional ,2014
14,4069,12.00,530.00,530.00,170.00,598.00,6-7-0,0,13,Waterloo Regional ,2014
15,4777,12.00,400.00,502.00,120.00,658.00,6-7-0,0,13,Waterloo Regional ,2014
16,4519,12.00,400.00,494.00,150.00,467.00,6-7-0,0,13,Waterloo Regional ,2014
17,4732,12.00,300.00,444.00,280.00,510.00,6-7-0,0,13,Waterloo Regional ,2014
18,4907,12.00,280.00,412.00,240.00,693.00,6-7-0,0,13,Waterloo Regional ,2014
19,1334,10.00,510.00,458.00,250.00,328.00,5-8-0,0,13,Waterloo Regional ,2014
20,4992,10.00,390.00,417.00,280.00,304.00,5-8-0,0,13,Waterloo Regional ,2014
21,2702,10.00,190.00,415.00,140.00,345.00,5-8-0,0,13,Waterloo Regional ,2014
22,4525,8.00,380.00,499.00,190.00,360.00,4-9-0,0,13,Waterloo Regional ,2014
23,3756,8.00,330.00,407.00,120.00,353.00,4-9-0,0,13,Waterloo Regional ,2014
24,865,8.00,280.00,383.00,200.00,522.00,4-9-0,0,13,Waterloo Regional ,2014
25,771,8.00,270.00,412.00,210.00,498.00,4-9-0,0,13,Waterloo Regional ,2014
26,5033,8.00,220.00,314.00,100.00,612.00,4-9-0,0,13,Waterloo Regional ,2014
27,4943,8.00,180.00,398.00,180.00,518.00,4-9-0,0,13,Waterloo Regional ,2014
28,1305,8.00,180.00,346.00,240.00,308.00,4-9-0,0,13,Waterloo Regional ,2014
29,5032,8.00,140.00,420.00,210.00,361.00,4-9-0,0,13,Waterloo Regional ,2014
30,3949,6.00,180.00,433.00,140.00,479.00,3-10-0,0,13,Waterloo Regional ,2014
1,3990,22.00,260.00,488.00,250.00,426.00,11-0-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
2,3387,17.00,310.00,347.00,110.00,268.00,8-2-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
3,5095,16.00,320.00,283.00,110.00,177.00,8-3-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
4,1075,16.00,240.00,254.00,220.00,246.00,8-3-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
5,3386,16.00,190.00,246.00,180.00,228.00,8-3-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
6,3981,16.00,150.00,223.00,190.00,199.00,8-3-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
7,4526,14.00,120.00,255.00,40.00,172.00,7-4-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
8,4007,13.00,210.00,303.00,160.00,262.00,6-4-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
9,3975,13.00,150.00,211.00,110.00,354.00,6-4-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
10,3360,13.00,120.00,401.00,200.00,505.00,6-4-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
11,4952,12.00,240.00,254.00,110.00,74.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
12,3988,12.00,190.00,269.00,130.00,167.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
13,4167,12.00,180.00,231.00,170.00,157.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
14,3987,12.00,140.00,246.00,110.00,184.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
15,1846,12.00,130.00,286.00,130.00,281.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
16,4492,12.00,120.00,311.00,70.00,209.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
17,3969,12.00,110.00,277.00,130.00,249.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
18,3533,12.00,110.00,246.00,160.00,118.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
19,4947,12.00,110.00,165.00,40.00,207.00,6-5-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
20,5179,10.00,310.00,256.00,130.00,133.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
21,4594,10.00,290.00,192.00,100.00,168.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
22,3382,10.00,230.00,273.00,110.00,81.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
23,3989,10.00,190.00,217.00,90.00,195.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
24,3985,10.00,190.00,142.00,110.00,376.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
25,3550,10.00,170.00,267.00,80.00,325.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
26,296,10.00,150.00,195.00,120.00,190.00,5-5-0,1,11,Festival de Robotique FRC a Montreal Regional,2014
27,3117,10.00,140.00,337.00,200.00,201.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
28,4957,10.00,90.00,235.00,160.00,158.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
29,4491,10.00,70.00,203.00,90.00,167.00,5-6-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
30,3986,9.00,250.00,318.00,150.00,187.00,4-6-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
31,2626,8.00,230.00,234.00,100.00,150.00,4-7-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
32,4950,8.00,220.00,196.00,40.00,156.00,4-7-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
33,3996,8.00,220.00,121.00,160.00,155.00,4-7-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
34,3979,8.00,160.00,226.00,90.00,177.00,4-7-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
35,4942,8.00,150.00,136.00,100.00,309.00,4-6-0,1,11,Festival de Robotique FRC a Montreal Regional,2014
36,3379,8.00,80.00,250.00,90.00,119.00,4-7-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
37,3977,7.00,90.00,272.00,110.00,279.00,3-7-1,0,11,Festival de Robotique FRC a Montreal Regional,2014
38,4955,6.00,140.00,240.00,110.00,182.00,3-8-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
39,3532,6.00,130.00,198.00,60.00,202.00,3-8-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
40,3530,6.00,110.00,136.00,30.00,113.00,3-8-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
41,3544,2.00,160.00,185.00,80.00,86.00,1-10-0,0,11,Festival de Robotique FRC a Montreal Regional,2014
1,2486,20.00,250.00,337.00,210.00,465.00,10-0-0,0,10,Arizona Regional,2014
2,1165,17.00,200.00,316.00,170.00,215.00,8-1-1,0,10,Arizona Regional,2014
3,1492,16.00,230.00,407.00,210.00,109.00,8-2-0,0,10,Arizona Regional,2014
4,1212,16.00,210.00,400.00,210.00,305.00,8-2-0,0,10,Arizona Regional,2014
5,812,15.00,220.00,366.00,200.00,259.00,7-2-1,0,10,Arizona Regional,2014
6,698,15.00,210.00,265.00,100.00,190.00,7-2-1,0,10,Arizona Regional,2014
7,60,15.00,140.00,357.00,120.00,142.00,7-2-1,0,10,Arizona Regional,2014
8,4183,14.00,270.00,395.00,220.00,367.00,7-3-0,0,10,Arizona Regional,2014
9,1828,14.00,270.00,371.00,210.00,246.00,7-3-0,0,10,Arizona Regional,2014
10,842,14.00,250.00,471.00,320.00,506.00,7-3-0,0,10,Arizona Regional,2014
11,1726,14.00,190.00,361.00,250.00,356.00,7-3-0,0,10,Arizona Regional,2014
12,3187,13.00,220.00,227.00,70.00,151.00,6-3-1,0,10,Arizona Regional,2014
13,2478,13.00,160.00,241.00,120.00,158.00,6-3-1,0,10,Arizona Regional,2014
14,4111,13.00,110.00,245.00,110.00,95.00,6-3-1,0,10,Arizona Regional,2014
15,2375,12.00,180.00,420.00,140.00,103.00,6-4-0,0,10,Arizona Regional,2014
16,2840,12.00,160.00,290.00,190.00,284.00,6-4-0,0,10,Arizona Regional,2014
17,3785,12.00,120.00,295.00,140.00,179.00,6-4-0,0,10,Arizona Regional,2014
18,4985,10.00,200.00,231.00,130.00,93.00,5-5-0,0,10,Arizona Regional,2014
19,5059,10.00,110.00,206.00,140.00,130.00,5-5-0,0,10,Arizona Regional,2014
20,1011,10.00,110.00,181.00,110.00,133.00,5-5-0,0,10,Arizona Regional,2014
21,498,10.00,90.00,275.00,180.00,222.00,5-5-0,0,10,Arizona Regional,2014
22,2449,10.00,80.00,300.00,90.00,166.00,5-5-0,0,10,Arizona Regional,2014
23,4565,10.00,70.00,251.00,100.00,132.00,5-5-0,0,10,Arizona Regional,2014
24,3853,10.00,50.00,262.00,110.00,175.00,5-5-0,0,10,Arizona Regional,2014
25,1013,10.00,40.00,240.00,120.00,237.00,4-4-2,0,10,Arizona Regional,2014
26,3944,9.00,170.00,296.00,120.00,157.00,4-5-1,0,10,Arizona Regional,2014
27,1633,9.00,110.00,217.00,60.00,191.00,4-5-1,0,10,Arizona Regional,2014
28,5200,9.00,110.00,200.00,160.00,116.00,4-5-1,0,10,Arizona Regional,2014
29,3133,9.00,70.00,261.00,120.00,90.00,4-5-1,0,10,Arizona Regional,2014
30,4496,8.00,160.00,270.00,160.00,197.00,4-6-0,0,10,Arizona Regional,2014
31,3577,8.00,150.00,206.00,80.00,250.00,4-6-0,0,10,Arizona Regional,2014
32,5075,8.00,140.00,236.00,90.00,190.00,4-6-0,0,10,Arizona Regional,2014
33,2403,8.00,130.00,220.00,100.00,198.00,4-6-0,0,10,Arizona Regional,2014
34,3019,8.00,100.00,231.00,130.00,170.00,4-6-0,0,10,Arizona Regional,2014
35,2647,8.00,90.00,181.00,60.00,144.00,4-6-0,0,10,Arizona Regional,2014
36,3321,8.00,80.00,191.00,110.00,91.00,4-6-0,0,10,Arizona Regional,2014
37,991,7.00,130.00,211.00,110.00,182.00,3-6-1,0,10,Arizona Regional,2014
38,4841,7.00,100.00,211.00,60.00,100.00,3-6-1,0,10,Arizona Regional,2014
39,4146,6.00,130.00,265.00,110.00,187.00,3-7-0,0,10,Arizona Regional,2014
40,2662,6.00,110.00,206.00,120.00,219.00,3-7-0,0,10,Arizona Regional,2014
41,5218,6.00,110.00,170.00,110.00,156.00,3-6-0,1,10,Arizona Regional,2014
42,4629,6.00,80.00,176.00,90.00,76.00,3-7-0,0,10,Arizona Regional,2014
43,5043,6.00,70.00,256.00,40.00,74.00,3-7-0,0,10,Arizona Regional,2014
44,4962,6.00,50.00,216.00,120.00,155.00,3-7-0,0,10,Arizona Regional,2014
45,5207,6.00,50.00,205.00,90.00,96.00,3-3-0,4,10,Arizona Regional,2014
46,1290,6.00,40.00,175.00,70.00,133.00,3-7-0,0,10,Arizona Regional,2014
47,4126,4.00,30.00,192.00,100.00,135.00,2-8-0,0,10,Arizona Regional,2014
48,4018,3.00,30.00,116.00,40.00,184.00,1-8-1,0,10,Arizona Regional,2014
49,996,2.00,0,70.00,0,68.00,1-9-0,0,10,Arizona Regional,2014
1,330,18.00,440.00,417.00,140.00,367.00,9-1-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
2,3970,18.00,380.00,446.00,120.00,267.00,9-1-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
3,294,16.00,390.00,455.00,170.00,158.00,8-2-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
4,1717,16.00,370.00,386.00,60.00,245.00,8-2-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
5,4201,16.00,340.00,390.00,190.00,287.00,7-1-2,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
6,2637,16.00,140.00,346.00,180.00,249.00,8-2-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
7,3309,15.00,210.00,352.00,300.00,240.00,7-2-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
8,3512,15.00,190.00,306.00,180.00,161.00,7-2-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
9,5089,15.00,180.00,251.00,140.00,283.00,7-2-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
10,973,14.00,370.00,232.00,250.00,347.00,7-3-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
11,1692,14.00,290.00,172.00,130.00,166.00,7-3-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
12,5124,14.00,230.00,271.00,120.00,194.00,7-3-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
13,4415,14.00,230.00,271.00,110.00,182.00,7-3-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
14,696,14.00,190.00,471.00,180.00,213.00,7-3-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
15,1515,13.00,210.00,322.00,140.00,76.00,6-3-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
16,4913,13.00,200.00,326.00,110.00,207.00,6-3-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
17,1197,13.00,170.00,332.00,160.00,268.00,6-3-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
18,3120,13.00,90.00,211.00,140.00,145.00,6-3-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
19,687,12.00,320.00,238.00,120.00,154.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
20,1452,12.00,280.00,236.00,140.00,165.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
21,4276,12.00,240.00,350.00,150.00,336.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
22,3993,12.00,210.00,246.00,230.00,326.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
23,207,12.00,130.00,337.00,120.00,238.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
24,968,12.00,100.00,172.00,90.00,221.00,6-4-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
25,4619,11.00,270.00,233.00,150.00,377.00,5-4-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
26,1836,11.00,230.00,197.00,100.00,233.00,5-4-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
27,4997,10.00,300.00,233.00,70.00,147.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
28,4501,10.00,260.00,322.00,200.00,233.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
29,4413,10.00,240.00,278.00,60.00,173.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
30,867,10.00,180.00,250.00,100.00,166.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
31,691,10.00,180.00,235.00,100.00,94.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
32,980,10.00,160.00,266.00,90.00,84.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
33,1438,10.00,140.00,232.00,140.00,223.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
34,606,10.00,120.00,196.00,80.00,329.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
35,3328,10.00,110.00,241.00,160.00,101.00,5-5-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
36,5102,9.00,230.00,188.00,80.00,199.00,4-5-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
37,4964,9.00,190.00,145.00,40.00,229.00,4-5-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
38,981,9.00,110.00,217.00,130.00,417.00,4-5-1,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
39,3453,8.00,230.00,239.00,120.00,163.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
40,702,8.00,190.00,192.00,100.00,132.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
41,1759,8.00,180.00,182.00,40.00,197.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
42,1661,8.00,180.00,167.00,90.00,210.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
43,3953,8.00,160.00,263.00,140.00,197.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
44,3408,8.00,140.00,201.00,70.00,176.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
45,2584,8.00,140.00,188.00,50.00,119.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
46,1160,8.00,120.00,201.00,130.00,137.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
47,3759,8.00,100.00,131.00,120.00,115.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
48,2496,8.00,90.00,254.00,60.00,165.00,4-6-0,0,10,Los Angeles Regional sponsored by The Roddenberry Foundation,2014
